time theta u w c-inband-real c-inband-imaginary c-outofband-real c-outofband-imaginary d-inband-real d-inband-imaginary d-outofband-real d-outofband-imaginary q-inband-real q-inband-imaginary q-outofband-reak q-outofband-imaginary
0.393 18.684 -0.772 0.000 0.986 0.165 0.945 0.326 -0.000 -0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.394 18.536 -0.669 0.000 0.951 0.309 0.809 0.587 -0.000 -0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.395 18.387 -0.552 0.000 0.895 0.446 0.602 0.798 -0.000 -0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.396 18.238 -0.422 0.000 0.819 0.574 0.341 0.940 -0.000 -0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.397 18.088 -0.282 0.000 0.724 0.690 0.047 0.999 -0.000 -0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.398 17.937 -0.134 0.000 0.612 0.791 -0.251 0.968 -0.000 -0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.399 17.786 0.017 0.000 0.486 0.874 -0.529 0.849 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.400 17.634 0.168 0.000 0.347 0.938 -0.759 0.652 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.401 17.481 0.316 0.000 0.201 0.980 -0.920 0.393 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.402 17.327 0.457 0.000 0.048 0.999 -0.995 0.097 0.000 0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.403 17.173 0.589 0.000 -0.106 0.994 -0.978 -0.210 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.404 17.018 0.706 0.000 -0.258 0.966 -0.867 -0.498 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.405 16.863 0.807 0.000 -0.404 0.915 -0.673 -0.740 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.406 16.706 0.889 0.000 -0.542 0.841 -0.413 -0.911 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.407 16.549 0.950 0.000 -0.666 0.746 -0.112 -0.994 -0.000 0.000 -0.000 -0.000 -0.881 0.500 -0.015 0.000
0.408 16.392 0.987 0.000 -0.775 0.632 0.202 -0.979 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.409 16.234 1.000 0.000 -0.865 0.502 0.496 -0.868 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.410 16.075 0.988 0.000 -0.933 0.359 0.743 -0.670 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.411 15.915 0.950 0.000 -0.979 0.206 0.915 -0.403 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.412 15.755 0.889 0.000 -0.999 0.047 0.996 -0.094 -0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.413 15.595 0.804 0.001 -0.994 -0.113 0.974 0.225 -0.000 -0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.414 15.433 0.698 0.001 -0.962 -0.271 0.853 0.522 -0.000 -0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.415 15.271 0.573 0.001 -0.906 -0.423 0.642 0.767 -0.000 -0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.416 15.109 0.433 0.001 -0.826 -0.564 0.364 0.932 -0.000 -0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.417 14.946 0.281 0.001 -0.723 -0.691 0.046 0.999 -0.000 -0.000 0.000 0.000 -0.881 0.500 -0.015 0.000
0.418 14.782 0.121 0.001 -0.601 -0.799 -0.278 0.961 -0.000 -0.000 -0.000 0.000 -0.881 0.500 -0.015 0.000
0.419 14.618 -0.043 0.002 -0.462 -0.887 -0.573 0.820 0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.420 14.453 -0.207 0.002 -0.310 -0.951 -0.808 0.590 0.000 0.000 0.000 -0.000 -0.881 0.500 -0.015 0.000
0.421 14.287 -0.365 0.002 -0.149 -0.989 -0.955 0.295 0.000 0.001 0.001 -0.000 -0.881 0.500 -0.015 0.000
0.422 14.121 -0.514 0.002 0.016 -1.000 -0.999 -0.032 -0.000 0.001 0.001 0.000 -0.881 0.500 -0.015 0.000
0.423 13.955 -0.649 0.003 0.182 -0.983 -0.934 -0.357 -0.000 0.002 0.002 0.001 -0.881 0.500 -0.015 0.000
0.424 13.787 -0.766 0.003 0.343 -0.939 -0.765 -0.644 -0.001 0.002 0.002 0.002 -0.881 0.500 -0.015 0.000
0.425 13.620 -0.863 0.004 0.495 -0.869 -0.511 -0.860 -0.002 0.003 0.002 0.003 -0.881 0.500 -0.015 0.000
0.426 13.451 -0.935 0.004 0.633 -0.774 -0.198 -0.980 -0.003 0.003 0.001 0.004 -0.881 0.500 -0.015 0.000
0.427 13.283 -0.981 0.005 0.754 -0.657 0.138 -0.990 -0.004 0.003 -0.001 0.005 -0.881 0.500 -0.015 0.000
0.428 13.113 -1.000 0.006 0.854 -0.520 0.459 -0.889 -0.005 0.003 -0.003 0.005 -0.881 0.500 -0.015 0.000
0.429 12.944 -0.989 0.007 0.930 -0.368 0.729 -0.685 -0.006 0.003 -0.005 0.005 -0.881 0.500 -0.015 0.000
0.430 12.773 -0.950 0.008 0.979 -0.206 0.916 -0.402 -0.007 0.002 -0.007 0.003 -0.881 0.500 -0.015 0.000
0.431 12.603 -0.884 0.009 0.999 -0.036 0.997 -0.072 -0.008 0.000 -0.008 0.001 -0.881 0.500 -0.015 0.000
0.432 12.431 -0.791 0.010 0.991 0.135 0.964 0.267 -0.008 -0.001 -0.008 -0.002 -0.881 0.500 -0.015 0.000
0.433 12.259 -0.675 0.012 0.953 0.302 0.817 0.576 -0.008 -0.002 -0.007 -0.005 -0.881 0.500 -0.015 0.000
0.434 12.087 -0.538 0.014 0.887 0.461 0.575 0.818 -0.006 -0.003 -0.004 -0.006 -0.881 0.500 -0.015 0.000
0.435 11.914 -0.385 0.015 0.795 0.607 0.264 0.965 -0.005 -0.004 -0.002 -0.006 -0.881 0.500 -0.015 0.000
0.436 11.741 -0.220 0.018 0.678 0.735 -0.079 0.997 -0.003 -0.003 0.000 -0.004 -0.881 0.500 -0.015 0.000
0.437 11.568 -0.048 0.020 0.541 0.841 -0.414 0.910 -0.001 -0.001 0.000 -0.001 -0.881 0.500 -0.015 0.000
0.438 11.393 0.125 0.022 0.387 0.922 -0.700 0.714 0.001 0.003 -0.002 0.002 -0.881 0.500 -0.015 0.000
0.439 11.219 0.296 0.025 0.221 0.975 -0.902 0.432 0.002 0.007 -0.007 0.003 -0.881 0.500 -0.015 0.000
0.440 11.044 0.458 0.029 0.048 0.999 -0.995 0.096 0.001 0.013 -0.013 0.001 -0.881 0.500 -0.015 0.000
0.441 10.868 0.606 0.032 -0.127 0.992 -0.968 -0.252 -0.002 0.019 -0.019 -0.005 -0.881 0.500 -0.015 0.000
0.442 10.692 0.736 0.036 -0.299 0.954 -0.822 -0.570 -0.008 0.025 -0.022 -0.015 -0.881 0.500 -0.015 0.000
0.443 10.516 0.843 0.040 -0.461 0.887 -0.574 -0.819 -0.016 0.030 -0.020 -0.028 -0.881 0.500 -0.015 0.000
0.444 10.339 0.925 0.045 -0.610 0.792 -0.255 -0.967 -0.025 0.033 -0.011 -0.040 -0.881 0.500 -0.015 0.000
0.445 10.162 0.977 0.050 -0.740 0.672 0.096 -0.995 -0.036 0.033 0.005 -0.049 -0.881 0.500 -0.015 0.000
0.446 9.985 0.999 0.056 -0.847 0.531 0.436 -0.900 -0.048 0.030 0.024 -0.050 -0.881 0.500 -0.015 0.000
0.447 9.807 0.990 0.062 -0.928 0.373 0.722 -0.692 -0.057 0.023 0.045 -0.043 -0.881 0.500 -0.015 0.000
0.448 9.628 0.949 0.069 -0.979 0.202 0.918 -0.396 -0.064 0.013 0.060 -0.026 -0.881 0.500 -0.015 0.000
0.449 9.450 0.878 0.077 -1.000 0.025 0.999 -0.050 -0.067 0.002 0.067 -0.003 -0.881 0.500 -0.015 0.000
0.450 9.271 0.779 0.085 -0.988 -0.154 0.953 0.304 -0.065 -0.010 0.063 0.020 -0.881 0.500 -0.015 0.000
0.451 9.091 0.654 0.093 -0.945 -0.328 0.785 0.619 -0.058 -0.020 0.048 0.038 -0.881 0.500 -0.015 0.000
0.452 8.911 0.509 0.103 -0.871 -0.491 0.517 0.856 -0.046 -0.026 0.027 0.045 -0.881 0.500 -0.015 0.000
0.453 8.731 0.346 0.113 -0.769 -0.639 0.182 0.983 -0.030 -0.025 0.007 0.038 -0.881 0.500 -0.015 0.000
0.454 8.551 0.172 0.124 -0.642 -0.767 -0.177 0.984 -0.014 -0.016 -0.004 0.021 -0.881 0.500 -0.015 0.000
0.455 8.370 -0.008 0.135 -0.493 -0.870 -0.514 0.858 0.001 0.001 0.001 -0.001 -0.881 0.500 -0.015 0.000
0.456 8.189 -0.188 0.148 -0.328 -0.945 -0.784 0.620 0.009 0.026 0.022 -0.017 -0.881 0.500 -0.015 0.000
0.457 8.007 -0.362 0.161 -0.152 -0.988 -0.953 0.301 0.009 0.058 0.056 -0.018 -0.881 0.500 -0.015 0.000
0.458 7.825 -0.525 0.175 0.029 -1.000 -0.998 -0.057 -0.003 0.092 0.092 0.005 -0.881 0.500 -0.015 0.000
0.459 7.643 -0.670 0.190 0.209 -0.978 -0.912 -0.409 -0.027 0.125 0.116 0.052 -0.881 0.500 -0.015 0.000
0.460 7.461 -0.794 0.206 0.383 -0.924 -0.706 -0.708 -0.063 0.151 0.115 0.116 -0.881 0.500 -0.015 0.000
0.461 7.278 -0.891 0.223 0.545 -0.839 -0.407 -0.914 -0.108 0.166 0.081 0.181 -0.881 0.500 -0.015 0.000
0.462 7.095 -0.959 0.240 0.688 -0.726 -0.053 -0.999 -0.159 0.167 0.012 0.230 -0.881 0.500 -0.015 0.000
0.463 6.912 -0.995 0.259 0.809 -0.588 0.309 -0.951 -0.208 0.151 -0.079 0.245 -0.881 0.500 -0.015 0.000
0.464 6.728 -0.997 0.278 0.903 -0.430 0.630 -0.777 -0.250 0.119 -0.174 0.215 -0.881 0.500 -0.015 0.000
0.465 6.544 -0.966 0.298 0.966 -0.258 0.867 -0.499 -0.278 0.074 -0.250 0.144 -0.881 0.500 -0.015 0.000
0.466 6.360 -0.902 0.319 0.997 -0.077 0.988 -0.153 -0.287 0.022 -0.285 0.044 -0.881 0.500 -0.015 0.000
0.467 6.176 -0.807 0.341 0.994 0.107 0.977 0.213 -0.274 -0.030 -0.269 -0.059 -0.881 0.500 -0.015 0.000
0.468 5.991 -0.686 0.364 0.958 0.288 0.834 0.551 -0.239 -0.072 -0.208 -0.137 -0.881 0.500 -0.015 0.000
0.469 5.806 -0.540 0.387 0.889 0.459 0.579 0.815 -0.186 -0.096 -0.121 -0.170 -0.881 0.500 -0.015 0.000
0.470 5.621 -0.376 0.411 0.789 0.614 0.245 0.970 -0.122 -0.095 -0.038 -0.150 -0.881 0.500 -0.015 0.000
0.471 5.436 -0.199 0.436 0.662 0.749 -0.123 0.992 -0.057 -0.065 0.011 -0.086 -0.881 0.500 -0.015 0.000
0.472 5.251 -0.015 0.461 0.513 0.859 -0.474 0.880 -0.003 -0.006 0.003 -0.006 -0.881 0.500 -0.015 0.000
0.473 5.065 0.170 0.487 0.345 0.938 -0.761 0.648 0.029 0.078 -0.063 0.054 -0.881 0.500 -0.015 0.000
0.474 4.879 0.349 0.513 0.166 0.986 -0.945 0.327 0.030 0.177 -0.169 0.059 -0.881 0.500 -0.015 0.000
0.475 4.693 0.517 0.539 -0.019 1.000 -0.999 -0.039 -0.005 0.279 -0.278 -0.011 -0.881 0.500 -0.015 0.000
0.476 4.507 0.666 0.566 -0.204 0.979 -0.917 -0.400 -0.077 0.369 -0.346 -0.151 -0.881 0.500 -0.015 0.000
0.477 4.320 0.793 0.593 -0.382 0.924 -0.708 -0.706 -0.180 0.435 -0.333 -0.332 -0.881 0.500 -0.015 0.000
0.478 4.134 0.892 0.620 -0.547 0.837 -0.402 -0.916 -0.303 0.463 -0.222 -0.507 -0.881 0.500 -0.015 0.000
0.479 3.947 0.961 0.647 -0.693 0.721 -0.040 -0.999 -0.431 0.448 -0.025 -0.621 -0.881 0.500 -0.015 0.000
0.480 3.760 0.996 0.674 -0.815 0.580 0.328 -0.945 -0.546 0.389 0.220 -0.634 -0.881 0.500 -0.015 0.000
0.481 3.573 0.996 0.700 -0.908 0.418 0.650 -0.760 -0.633 0.291 0.453 -0.530 -0.881 0.500 -0.015 0.000
0.482 3.386 0.961 0.726 -0.970 0.242 0.883 -0.469 -0.677 0.169 0.616 -0.327 -0.881 0.500 -0.015 0.000
0.483 3.198 0.893 0.752 -0.998 0.057 0.994 -0.113 -0.670 0.038 0.667 -0.076 -0.881 0.500 -0.015 0.000
0.484 3.011 0.793 0.777 -0.991 -0.130 0.966 0.259 -0.611 -0.080 0.595 0.159 -0.881 0.500 -0.015 0.000
0.485 2.823 0.666 0.801 -0.950 -0.313 0.804 0.595 -0.507 -0.167 0.429 0.317 -0.881 0.500 -0.015 0.000
0.486 2.636 0.515 0.824 -0.875 -0.485 0.530 0.848 -0.371 -0.206 0.225 0.360 -0.881 0.500 -0.015 0.000
0.487 2.448 0.346 0.846 -0.769 -0.640 0.182 0.983 -0.225 -0.187 0.053 0.288 -0.881 0.500 -0.015 0.000
0.488 2.260 0.165 0.867 -0.636 -0.772 -0.192 0.981 -0.091 -0.110 -0.027 0.140 -0.881 0.500 -0.015 0.000
0.489 2.072 -0.023 0.887 -0.480 -0.877 -0.539 0.843 0.010 0.018 0.011 -0.017 -0.881 0.500 -0.015 0.000
0.490 1.884 -0.209 0.906 -0.308 -0.951 -0.810 0.586 0.058 0.180 0.154 -0.111 -0.881 0.500 -0.015 0.000
0.491 1.696 -0.388 0.923 -0.124 -0.992 -0.969 0.247 0.045 0.356 0.347 -0.089 -0.881 0.500 -0.015 0.000
0.492 1.507 -0.554 0.939 0.063 -0.998 -0.992 -0.127 -0.033 0.519 0.516 0.066 -0.881 0.500 -0.015 0.000
0.493 1.319 -0.700 0.953 0.249 -0.968 -0.876 -0.482 -0.166 0.646 0.584 0.322 -0.881 0.500 -0.015 0.000
0.494 1.131 -0.821 0.965 0.426 -0.905 -0.637 -0.771 -0.338 0.717 0.505 0.611 -0.881 0.500 -0.015 0.000
0.495 0.942 -0.914 0.976 0.588 -0.809 -0.309 -0.951 -0.524 0.721 0.275 0.848 -0.881 0.500 -0.015 0.000
0.496 0.754 -0.974 0.984 0.729 -0.684 0.063 -0.998 -0.699 0.656 -0.060 0.956 -0.881 0.500 -0.015 0.000
0.497 0.565 -0.999 0.991 0.844 -0.536 0.426 -0.905 -0.836 0.531 -0.422 0.896 -0.881 0.500 -0.015 0.000
0.498 0.377 -0.989 0.996 0.930 -0.368 0.729 -0.685 -0.916 0.363 -0.718 0.675 -0.881 0.500 -0.015 0.000
0.499 0.188 -0.944 0.999 0.982 -0.187 0.930 -0.368 -0.927 0.177 -0.877 0.347 -0.881 0.500 -0.015 0.000
0.500 -0.000 -0.866 1.000 1.000 0.000 1.000 0.000 -0.866 -0.000 -0.866 -0.000 -0.881 0.500 -0.015 0.000
0.501 -0.188 -0.757 0.999 0.982 0.187 0.930 0.368 -0.743 -0.142 -0.703 -0.278 -0.881 0.500 -0.015 0.000
0.502 -0.377 -0.621 0.996 0.930 0.368 0.729 0.685 -0.575 -0.228 -0.451 -0.424 -0.881 0.500 -0.015 0.000
0.503 -0.565 -0.463 0.991 0.844 0.536 0.426 0.905 -0.388 -0.246 -0.196 -0.416 -0.881 0.500 -0.015 0.000
0.504 -0.754 -0.289 0.984 0.729 0.684 0.063 0.998 -0.207 -0.195 -0.018 -0.284 -0.881 0.500 -0.015 0.000
0.505 -0.942 -0.105 0.976 0.588 0.809 -0.309 0.951 -0.060 -0.083 0.032 -0.097 -0.881 0.500 -0.015 0.000
0.506 -1.131 0.083 0.965 0.426 0.905 -0.637 0.771 0.034 0.073 -0.051 0.062 -0.881 0.500 -0.015 0.000
0.507 -1.319 0.269 0.953 0.249 0.968 -0.876 0.482 0.064 0.248 -0.224 0.123 -0.881 0.500 -0.015 0.000
0.508 -1.507 0.444 0.939 0.063 0.998 -0.992 0.127 0.026 0.416 -0.414 0.053 -0.881 0.500 -0.015 0.000
0.509 -1.696 0.604 0.923 -0.124 0.992 -0.969 -0.247 -0.069 0.553 -0.540 -0.138 -0.881 0.500 -0.015 0.000
0.510 -1.884 0.742 0.906 -0.308 0.951 -0.810 -0.586 -0.207 0.640 -0.545 -0.394 -0.881 0.500 -0.015 0.000
0.511 -2.072 0.855 0.887 -0.480 0.877 -0.539 -0.843 -0.364 0.665 -0.408 -0.639 -0.881 0.500 -0.015 0.000
0.512 -2.260 0.937 0.867 -0.636 0.772 -0.192 -0.981 -0.516 0.627 -0.156 -0.797 -0.881 0.500 -0.015 0.000
0.513 -2.448 0.986 0.846 -0.769 0.640 0.182 -0.983 -0.641 0.533 0.152 -0.820 -0.881 0.500 -0.015 0.000
0.514 -2.636 1.000 0.824 -0.875 0.485 0.530 -0.848 -0.721 0.399 0.437 -0.699 -0.881 0.500 -0.015 0.000
0.515 -2.823 0.979 0.801 -0.950 0.313 0.804 -0.595 -0.745 0.245 0.630 -0.466 -0.881 0.500 -0.015 0.000
0.516 -3.011 0.924 0.777 -0.991 0.130 0.966 -0.259 -0.711 0.094 0.693 -0.185 -0.881 0.500 -0.015 0.000
0.517 -3.198 0.836 0.752 -0.998 -0.057 0.994 0.113 -0.628 -0.036 0.625 0.071 -0.881 0.500 -0.015 0.000
0.518 -3.386 0.720 0.726 -0.970 -0.242 0.883 0.469 -0.507 -0.126 0.461 0.245 -0.881 0.500 -0.015 0.000
0.519 -3.573 0.578 0.700 -0.908 -0.418 0.650 0.760 -0.367 -0.169 0.263 0.307 -0.881 0.500 -0.015 0.000
0.520 -3.760 0.416 0.674 -0.815 -0.580 0.328 0.945 -0.228 -0.162 0.092 0.265 -0.881 0.500 -0.015 0.000
0.521 -3.947 0.240 0.647 -0.693 -0.721 -0.040 0.999 -0.107 -0.112 -0.006 0.155 -0.881 0.500 -0.015 0.000
0.522 -4.134 0.055 0.620 -0.547 -0.837 -0.402 0.916 -0.019 -0.029 -0.014 0.031 -0.881 0.500 -0.015 0.000
0.523 -4.320 -0.131 0.593 -0.382 -0.924 -0.708 0.706 0.030 0.072 0.055 -0.055 -0.881 0.500 -0.015 0.000
0.524 -4.507 -0.313 0.566 -0.204 -0.979 -0.917 0.400 0.036 0.173 0.162 -0.071 -0.881 0.500 -0.015 0.000
0.525 -4.693 -0.483 0.539 -0.019 -1.000 -0.999 0.039 0.005 0.261 0.260 -0.010 -0.881 0.500 -0.015 0.000
0.526 -4.879 -0.637 0.513 0.166 -0.986 -0.945 -0.327 -0.054 0.322 0.309 0.107 -0.881 0.500 -0.015 0.000
0.527 -5.065 -0.768 0.487 0.345 -0.938 -0.761 -0.648 -0.129 0.351 0.285 0.242 -0.881 0.500 -0.015 0.000
0.528 -5.251 -0.873 0.461 0.513 -0.859 -0.474 -0.880 -0.206 0.346 0.191 0.354 -0.881 0.500 -0.015 0.000
0.529 -5.436 -0.948 0.436 0.662 -0.749 -0.123 -0.992 -0.274 0.310 0.051 0.410 -0.881 0.500 -0.015 0.000
0.530 -5.621 -0.990 0.411 0.789 -0.614 0.245 -0.970 -0.321 0.250 -0.100 0.395 -0.881 0.500 -0.015 0.000
0.531 -5.806 -0.999 0.387 0.889 -0.459 0.579 -0.815 -0.344 0.177 -0.224 0.315 -0.881 0.500 -0.015 0.000
0.532 -5.991 -0.973 0.364 0.958 -0.288 0.834 -0.551 -0.339 0.102 -0.295 0.195 -0.881 0.500 -0.015 0.000
